date,id,system_time_start
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_04,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_05,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_06,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_07,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_08,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_09,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_10,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_11,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_12,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_13,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_14,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_15,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_16,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_17,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_18,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_19,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_20,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_21,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_22,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_23,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_24,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_25,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_26,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_27,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_28,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T183958_T11TNG_2023_04_29,2023-04-06 18:52:39.639
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_01,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_02,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_03,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_04,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_05,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_06,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_07,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_08,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_09,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_10,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_11,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_12,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_13,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_14,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_15,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_16,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_17,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_18,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_19,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_20,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_21,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_22,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_23,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_24,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_25,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_26,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_27,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_28,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T10TGN_2023_04_29,2023-04-06 18:52:45.041
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_01,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_02,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_03,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_04,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_05,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_06,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_07,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_08,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_09,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_10,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_11,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_12,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_13,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_14,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_15,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_16,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_17,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_18,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_19,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_20,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_21,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_22,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_23,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_24,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_25,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_26,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_27,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_28,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLG_2023_04_29,2023-04-06 18:52:50.412
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_01,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_02,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_03,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_04,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_05,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_06,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_07,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_08,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_09,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_10,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_11,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_12,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_13,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_14,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_15,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_16,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_17,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_18,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_19,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_20,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_21,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_22,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_23,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_24,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_25,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_26,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_27,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_28,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TLH_2023_04_29,2023-04-06 18:52:43.730
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_01,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_02,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_03,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_04,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_05,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_06,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_07,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_08,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_09,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_10,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_11,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_12,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_13,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_14,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_15,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_16,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_17,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_18,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_19,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_20,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_21,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_22,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_23,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_24,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_25,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_26,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_27,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_28,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TMG_2023_04_29,2023-04-06 18:52:48.499
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_01,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_02,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_03,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_04,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_05,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_06,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_07,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_08,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_09,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_10,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_11,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_12,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_13,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_14,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_15,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_16,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_17,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_18,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_19,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_20,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_21,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_22,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_23,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_24,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_25,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_26,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_27,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_28,2023-04-06 18:52:46.681
2023-04-06,20230406T183921_20230406T185239_T11TNG_2023_04_29,2023-04-06 18:52:46.681
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_01,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_02,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_03,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_04,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_05,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_06,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_07,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_08,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_09,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_10,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_11,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_12,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_13,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_14,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_15,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_16,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_17,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_18,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_19,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_20,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_21,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_22,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_23,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_24,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_25,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_26,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_27,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_28,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLG_2023_04_29,2023-04-09 19:02:45.981
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_01,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_02,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_03,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_04,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_05,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_06,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_07,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_08,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_09,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_10,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_11,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_12,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_13,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_14,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_15,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_16,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_17,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_18,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_19,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_20,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_21,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_22,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_23,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_24,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_25,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_26,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_27,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_28,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TLH_2023_04_29,2023-04-09 19:02:31.472
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_01,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_02,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_03,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_04,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_05,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_06,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_07,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_08,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_09,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_10,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_11,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_12,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_13,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_14,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_15,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_16,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_17,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_18,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_19,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_20,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_21,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_22,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_23,2023-04-09 19:02:22.296
2023-04-09,20230409T184921_20230409T185148_T11TMH_2023_04_24,2023-04-09 19:02:22.296
